file,sent_id,node,form,lemma,correction,local_function,local_category,parent_category,local_phrase,parent_phrase,nearest_np_function,nearest_np,chain,sentence
ewt.cgel,reviews-346960-0006,97,those,that,[none],Det,DP,NP,those,those boots,Obj,those boots,Head:D > Det:DP,"If I had time to drive to Tacoma before they closed during the work week, I would just so I could get those boots fixed properly again."
ewt.cgel,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0217,58,a,a,[none],Det,DP,NP,a,a Shiite uprising,Obj,a Shiite uprising,Head:D > Det:DP,It is not surprising that Iran is so active in trying to incite a Shiite uprising in Iraq.
ewt.cgel,email-enronsent36_02-0008,20,the,the,[none],Det,DP,NP,the,"the 20,000,000 line referenced in schedule B of the POA agreement",Obj,"the 20,000,000 line referenced in schedule B of the POA agreement",Head:D > Det:DP,"We would still keep the 20,000,000 line referenced in Schedule B of the POA agreement."
ewt.cgel,email-enronsent36_02-0008,24,"20,000,000",20000000,[none],Mod,DP,Nom,"20,000,000","20,000,000 line referenced in schedule B of the POA agreement",Obj,"the 20,000,000 line referenced in schedule B of the POA agreement",Head:D > Mod:DP,"We would still keep the 20,000,000 line referenced in Schedule B of the POA agreement."
ewt.cgel,email-enronsent36_02-0008,52,the,the,[none],Det,DP,NP,the,the POA agreement,Obj,the POA agreement,Head:D > Det:DP,"We would still keep the 20,000,000 line referenced in Schedule B of the POA agreement."
ewt.cgel,reviews-083459-0002,45,two,two,[none],Det,DP,NP,two,two different Honda models,Obj,two different Honda models,Head:D > Det:DP,"Went there yesterday: we are trying to decide between two different Honda models, so we wanted to test-drive both back to back."
ewt.cgel,reviews-083459-0002,88,both,both,[none],Det-Head,DP,Nom,both,both,Obj,both,Head:D > Det-Head:DP,"Went there yesterday: we are trying to decide between two different Honda models, so we wanted to test-drive both back to back."
ewt.cgel,reviews-101398-0005,33,the,the,[none],Det,DP,NP,the,the wine flight we chose,Obj,the wine flight we chose,Head:D > Det:DP,I found my initial selection satisfactory but the wine flight we chose to be poorly composed.
ewt.cgel,answers-20111106153454AAgT9Df_ans-0016,20,anything,anything,[none],Det-Head,DP,Nom,anything,anything,DisplacedSubj,anything,Head:D > Det-Head:DP,Not that there is anything wrong with that because they also employ local people that live and shop in the area.
ewt.cgel,answers-20111106153454AAgT9Df_ans-0016,31,that,that,[none],Det-Head,DP,Nom,that,that,Obj,that,Head:D > Det-Head:DP,Not that there is anything wrong with that because they also employ local people that live and shop in the area.
ewt.cgel,answers-20111106153454AAgT9Df_ans-0016,82,the,the,[none],Det,DP,NP,the,the area,Obj,the area,Head:D > Det:DP,Not that there is anything wrong with that because they also employ local people that live and shop in the area.
ewt.cgel,email-enronsent35_01-0010,41,the,the,[none],Det,DP,NP,the,the Enron b,Obj,the Enron b,Head:D > Det:DP,",Do you want us to come over to the Enron b in your call."
ewt.cgel,reviews-257296-0002,25,a little,a little,[none],Mod,DP,AdjP,a little,a little shaky,,,Head:D > Mod:DP,"HCC's new nine was a little shaky at first, but the NEW grounds superintendant has done wonders for the course!!"
ewt.cgel,reviews-257296-0002,44,the,the,[none],Det,DP,NP,the,the new grounds superintendant,Subj,the new grounds superintendant,Head:D > Det:DP,"HCC's new nine was a little shaky at first, but the NEW grounds superintendant has done wonders for the course!!"
ewt.cgel,reviews-257296-0002,79,the,the,[none],Det,DP,NP,the,the course,Obj,the course,Head:D > Det:DP,"HCC's new nine was a little shaky at first, but the NEW grounds superintendant has done wonders for the course!!"
ewt.cgel,email-enronsent10_01-0082,32,an,a,[none],Det,DP,NP,an,an Aeron chair,Obj,an Aeron chair,Head:D > Det:DP,Susan Scott would like authorization to order an Aeron chair for each of her offices - on 47 and 41.
ewt.cgel,email-enronsent10_01-0082,47,each,each,[none],Det-Head,DP,Nom,each,each of her offices on 47 and 41,Obj,each of her offices on 47 and 41,Head:D > Det-Head:DP,Susan Scott would like authorization to order an Aeron chair for each of her offices - on 47 and 41.
ewt.cgel,reviews-071278-0007,21,a,a,[none],Det,DP,NP,a,a try,Obj_dir,a try,Head:D > Det:DP,You should give her a try - it's worth every penny to know that you pet is in GREAT hands with Wunderbar pet sitting!!!!
ewt.cgel,reviews-071278-0007,43,every,every,[none],Det,DP,NP,every,every penny,Obj,every penny,Head:D > Det:DP,You should give her a try - it's worth every penny to know that you pet is in GREAT hands with Wunderbar pet sitting!!!!
ewt.cgel,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0026,4,the,the,[none],Det,DP,NP,the,the bill,Subj,the bill,Head:D > Det:DP,The bill reduces ISS operations by $120 million due to the continued reduced capability of the ISS for at least half of FY05.
ewt.cgel,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0026,28,120,120,[none],Flat,D,D,120,120 million,Obj,120 million $,Flat:D,The bill reduces ISS operations by $120 million due to the continued reduced capability of the ISS for at least half of FY05.
ewt.cgel,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0026,31,million,million,[none],Flat,D,D,million,120 million,Obj,120 million $,Flat:D,The bill reduces ISS operations by $120 million due to the continued reduced capability of the ISS for at least half of FY05.
ewt.cgel,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0026,45,the,the,[none],Det,DP,NP,the,the continued reduced capability of the ISS for at least half of FY05,Obj,the continued reduced capability of the ISS for at least half of FY05,Head:D > Det:DP,The bill reduces ISS operations by $120 million due to the continued reduced capability of the ISS for at least half of FY05.
ewt.cgel,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0026,67,the,the,[none],Det,DP,NP,the,the ISS,Obj,the ISS,Head:D > Det:DP,The bill reduces ISS operations by $120 million due to the continued reduced capability of the ISS for at least half of FY05.
ewt.cgel,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0026,82,least,least,[none],Det-Head,DP,Nom,least,least,Obj,least,Head:D > Det-Head:DP,The bill reduces ISS operations by $120 million due to the continued reduced capability of the ISS for at least half of FY05.
ewt.cgel,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0058,57,this,this,[none],Det,DP,NP,this,this year,Mod,this year,Head:D > Det:DP,"Scorpio, you can still expect changes - perhaps major ones - in your life this year, almost to the point of total transformation."
ewt.cgel,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0058,72,the,the,[none],Det,DP,NP,the,the point of total transformation,Obj,the point of total transformation,Head:D > Det:DP,"Scorpio, you can still expect changes - perhaps major ones - in your life this year, almost to the point of total transformation."
ewt.cgel,email-enronsent02_01-0041,2,the,the,[none],Det,DP,NP,the,the corporate requirement to lower working capital usage for the Merchanting business irrespective of the above parochial business issues,,the corporate requirement to lower working capital usage for the Merchanting business irrespective of the above parochial business issues,Head:D > Det:DP,The Corporate requirement to lower working capital usage for the Merchanting business irrespective of the above parochial business issues.
ewt.cgel,email-enronsent02_01-0041,37,the,the,[none],Det,DP,NP,the,the Merchanting business,Obj,the Merchanting business,Head:D > Det:DP,The Corporate requirement to lower working capital usage for the Merchanting business irrespective of the above parochial business issues.
ewt.cgel,email-enronsent02_01-0041,53,the,the,[none],Det,DP,NP,the,the above parochial business issues,Obj,the above parochial business issues,Head:D > Det:DP,The Corporate requirement to lower working capital usage for the Merchanting business irrespective of the above parochial business issues.
ewt.cgel,answers-20111108085945AAgJhOG_ans-0003,14,this,this,[none],Det,DP,NP,this,this pure white bird,Obj,this pure white bird,Head:D > Det:DP,"I found this pure white bird in my neighborhood, its wing is injured, so I'm currently taking care of it."
ewt.cgel,answers-20111108111312AAq4ETn_ans-0025,26,a,a,[none],Det,DP,NP,a,a GI foreign body,Coordinate,a GI foreign body,Head:D > Det:DP,"He could also have Parvovirus, a GI foreign body, or any number of things."
ewt.cgel,answers-20111108111312AAq4ETn_ans-0025,44,any,any,[none],Det,DP,NP,any,any number of things,Head,any number of things,Head:D > Det:DP,"He could also have Parvovirus, a GI foreign body, or any number of things."
ewt.cgel,answers-20111108101850AAhNuvz_ans-0003,15,two,two,[none],Det,DP,NP,two,two chickens that are kept in a run behind out garage/barn thing,Obj,two chickens that are kept in a run behind out garage/barn thing,Head:D > Det:DP,We also own two chickens that are kept in a run behind out garage/barn thing.
ewt.cgel,answers-20111108101850AAhNuvz_ans-0003,43,a,a,[none],Det,DP,NP,a,a run behind out garage/barn thing,Obj,a run behind out garage/barn thing,Head:D > Det:DP,We also own two chickens that are kept in a run behind out garage/barn thing.
ewt.cgel,answers-20111108104724AAuBUR7_ans-0060,8,that,that,[none],Det-Head,DP,Nom,that,that,Subj,that,Head:D > Det-Head:DP,If that is the case then acupuncture isn't going to hurt him.
ewt.cgel,answers-20111108104724AAuBUR7_ans-0060,17,the,the,[none],Det,DP,NP,the,the case,PredComp,the case,Head:D > Det:DP,If that is the case then acupuncture isn't going to hurt him.
ewt.cgel,reviews-062167-0006,20,a,a,[none],Det,DP,NP,a,a very difficult period dealing with a family member's suicide coupled with elder abuse,Obj,a very difficult period dealing with a family member's suicide coupled with elder abuse,Head:D > Det:DP,"She guided me through a very difficult period dealing with a family member's suicide, coupled with elder abuse."
ewt.cgel,reviews-062167-0006,44,a,a,[none],Det,DP,NP,a,a family member's,Det,a family member's,Head:D > Det:DP,"She guided me through a very difficult period dealing with a family member's suicide, coupled with elder abuse."
ewt.cgel,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0039,15,the,the,[none],Det,DP,NP,the,the state,Subj,the state,Head:D > Det:DP,"We recognize that the state may not require religious groups to officiate at, or bless, same-gender marriages."
ewt.cgel,answers-20111108082304AAEbrNs_ans-0016,24,more,more,[none],Det,DP,NP,more,more memory,Coordinate,more memory,Head:D > Det:DP,"Basically Nook Tablet it has more memory, better battery life and a better processor and a microphone."
ewt.cgel,answers-20111108082304AAEbrNs_ans-0016,48,a,a,[none],Det,DP,NP,a,a better processor,Coordinate,a better processor,Head:D > Det:DP,"Basically Nook Tablet it has more memory, better battery life and a better processor and a microphone."
ewt.cgel,answers-20111108082304AAEbrNs_ans-0016,62,a,a,[none],Det,DP,NP,a,a microphone,Head,a microphone,Head:D > Det:DP,"Basically Nook Tablet it has more memory, better battery life and a better processor and a microphone."
ewt.cgel,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0066,64,a,a,[none],Det,DP,NP,a,a counterweight to Israel's overwhelming capabilities,Obj,a counterweight to Israel's overwhelming capabilities,Head:D > Det:DP,Damascus has been intent for years upon establishing significant military strength to serve as a counterweight to Israel's overwhelming capabilities.
ewt.cgel,answers-20111108083754AAEw5Xc_ans-0011,4,two,two,[none],Det,DP,NP,two,two people in a cabin,Subj,two people in a cabin,Head:D > Det:DP,"(Two people in a cabin will spend more onboard, so cruise lines charge you more to sail alone."
ewt.cgel,answers-20111108083754AAEw5Xc_ans-0011,16,a,a,[none],Det,DP,NP,a,a cabin,Obj,a cabin,Head:D > Det:DP,"(Two people in a cabin will spend more onboard, so cruise lines charge you more to sail alone."
ewt.cgel,answers-20111108083754AAEw5Xc_ans-0011,33,more,more,[none],Det-Head,DP,Nom,more,more,Obj,more,Head:D > Det-Head:DP,"(Two people in a cabin will spend more onboard, so cruise lines charge you more to sail alone."
ewt.cgel,answers-20111108083754AAEw5Xc_ans-0011,62,more,more,[none],Det-Head,DP,Nom,more,more,Obj_dir,more,Head:D > Det-Head:DP,"(Two people in a cabin will spend more onboard, so cruise lines charge you more to sail alone."
ewt.cgel,reviews-391012-0005,6,a,a,[none],Det,DP,NP,a,a recent event quote that I had done,Obj,a recent event quote that I had done,Head:D > Det:DP,"On a recent event quote that I had done, they came in thousands of dollars over their local competition."
ewt.cgel,reviews-022461-0002,25,a few,a few,[none],Det,DP,NP,quite a few,quite a few tattoo shops around this area,Obj,quite a few tattoo shops around this area,Head:D > Det:DP,I've been to quite a few tattoo shops around this area and Stainless Steel is by far the best.
ewt.cgel,reviews-022461-0002,42,this,this,[none],Det,DP,NP,this,this area,Obj,this area,Head:D > Det:DP,I've been to quite a few tattoo shops around this area and Stainless Steel is by far the best.
ewt.cgel,reviews-022461-0002,72,the,the,[none],Det,DP,NP,the,the best,Head,the best,Head:D > Det:DP,I've been to quite a few tattoo shops around this area and Stainless Steel is by far the best.
ewt.cgel,email-enronsent35_01-0123,3,this,this,[none],Det,DP,NP,this,this weekend,Mod,this weekend,Head:D > Det:DP,This weekend I'm off to Sao Paulo and Buenos Aires on business.
ewt.cgel,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0012,3,53,53,[none],Det-Head,DP,Nom,53,53,,53 number of days after taking office that Bush reneged on his campaign promise to regulate carbon dioxide emissions from power plants,Head:D > Det-Head:DP,53 - Number of days after taking office that Bush reneged on his campaign promise to regulate carbon dioxide emissions from power plants.
ewt.cgel,reviews-295288-0007,35,the,the,[none],Det,DP,NP,the,the team at Just Autos,Obj,the team at Just Autos,Head:D > Det:DP,"So yes, I wouldn't hesitate in recommending the team at Just Autos for easy professional car repairs,Thank you Just Autos for your help."
ewt.cgel,email-enronsent02_01-0044,3,the,the,[none],Det,DP,NP,the,the AR / AP SAP data quality reviews for both businesses,Subj,the AR / AP SAP data quality reviews for both businesses,Head:D > Det:DP,The AR/AP SAP data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end Q1.
ewt.cgel,email-enronsent02_01-0044,37,both,both,[none],Det,DP,NP,both,both businesses,Obj,both businesses,Head:D > Det:DP,The AR/AP SAP data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end Q1.
ewt.cgel,email-enronsent02_01-0044,71,a,a,[none],Det,DP,NP,a,a detailed analysis as at end Q1,Obj,a detailed analysis as at end Q1,Head:D > Det:DP,The AR/AP SAP data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end Q1.
ewt.cgel,weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0050,13,that,that,[none],Det-Head,DP,Nom,that,that,Obj,that,Head:D > Det-Head:DP,"Requests like that weren’t unusual, says retired Col. William Campenni, who flew with Bush in 1970 and 1971."
ewt.cgel,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0099,39,a,a,[none],Det,DP,NP,a,a given,PredComp,a given,Head:D > Det:DP,American citizens have for decades taken it as a given that our military can overwhelm and overcome any foe on the battlefield.
ewt.cgel,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0099,78,any,any,[none],Det,DP,NP,any,any foe,Obj,any foe,Head:D > Det:DP,American citizens have for decades taken it as a given that our military can overwhelm and overcome any foe on the battlefield.
ewt.cgel,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0099,88,the,the,[none],Det,DP,NP,the,the battlefield,Obj,the battlefield,Head:D > Det:DP,American citizens have for decades taken it as a given that our military can overwhelm and overcome any foe on the battlefield.
ewt.cgel,email-enronsent00_01-0024,40,the,the,[none],Det,DP,NP,the,the place,PredComp,the place,Head:D > Det:DP,"I'm not sure that ENE @ 75 is the place, but maybe @ 73."
ewt.cgel,reviews-351727-0002,4,this,this,[none],Det,DP,NP,this,this place,Subj,this place,Head:D > Det:DP,"This place is identical to the Youngstown Sports Grille, so I imagine they are owned/operated by the same people."
ewt.cgel,reviews-351727-0002,22,the,the,[none],Det,DP,NP,the,the Youngstown Sports Grille,Obj,the Youngstown Sports Grille,Head:D > Det:DP,"This place is identical to the Youngstown Sports Grille, so I imagine they are owned/operated by the same people."
ewt.cgel,reviews-351727-0002,79,the,the,[none],Det,DP,NP,the,the same people,Obj,the same people,Head:D > Det:DP,"This place is identical to the Youngstown Sports Grille, so I imagine they are owned/operated by the same people."
ewt.cgel,reviews-275919-0010,13,15,15,[none],Det,DP,NP,15,15 minutes,Obj,15 minutes,Head:D > Det:DP,Billing takes 15 minutes and backoffice jobs takes 1 day's training
ewt.cgel,reviews-275919-0010,44,1,1,[none],Det,DP,NP,1,1 day's,Det,1 day's,Head:D > Det:DP,Billing takes 15 minutes and backoffice jobs takes 1 day's training
ewt.cgel,reviews-371300-0007,6,the,the,[none],Det,DP,NP,the,the drinks,Subj,the drinks,Head:D > Det:DP,"Plus the drinks are self service, have fun trying to negotiate the small cafeteria space to get your coffee, juice or water."
ewt.cgel,reviews-371300-0007,50,the,the,[none],Det,DP,NP,the,the small cafeteria space,Obj,the small cafeteria space,Head:D > Det:DP,"Plus the drinks are self service, have fun trying to negotiate the small cafeteria space to get your coffee, juice or water."
ewt.cgel,newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0013,7,the,the,[none],Det,DP,NP,the,the agency,Subj,the agency,Head:D > Det:DP,"Clearly, the agency has worked hard at tackling the technical challenges posed by a superb and surprisingly independent-minded investigative panel."
ewt.cgel,newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0013,38,the,the,[none],Det,DP,NP,the,the technical challenges posed by a superb and surprisingly independent-minded investigative panel,Obj,the technical challenges posed by a superb and surprisingly independent-minded investigative panel,Head:D > Det:DP,"Clearly, the agency has worked hard at tackling the technical challenges posed by a superb and surprisingly independent-minded investigative panel."
ewt.cgel,newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0013,59,a,a,[none],Det,DP,NP,a,a superb and surprisingly independent-minded investigative panel,Obj,a superb and surprisingly independent-minded investigative panel,Head:D > Det:DP,"Clearly, the agency has worked hard at tackling the technical challenges posed by a superb and surprisingly independent-minded investigative panel."
ewt.cgel,answers-20111108103333AA3eSCk_ans-0019,51,an,a,[none],Det,DP,NP,an,an international call,Obj,an international call,Head:D > Det:DP,$ometime$ it is hard to explain that you are making an INTERNATIONAL call and all of the phone companie$involved what $ome of your money.
ewt.cgel,answers-20111108103333AA3eSCk_ans-0019,67,all,all,[none],Det-Head,DP,Nom,all,all of the phone companie$ involved,Subj,all of the phone companie$ involved,Head:D > Det-Head:DP,$ometime$ it is hard to explain that you are making an INTERNATIONAL call and all of the phone companie$involved what $ome of your money.
ewt.cgel,answers-20111108103333AA3eSCk_ans-0019,74,the,the,[none],Det,DP,NP,the,the phone companie$ involved,Obj,the phone companie$ involved,Head:D > Det:DP,$ometime$ it is hard to explain that you are making an INTERNATIONAL call and all of the phone companie$involved what $ome of your money.
ewt.cgel,answers-20111108103333AA3eSCk_ans-0019,99,$ome,some,some,Det-Head,DP,Nom,$ome,$ome of your money,Obj,$ome of your money,Head:D > Det-Head:DP,$ometime$ it is hard to explain that you are making an INTERNATIONAL call and all of the phone companie$involved what $ome of your money.
ewt.cgel,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0118,3,5,5,[none],Det-Head,DP,Nom,5,5,,5 estimated percentage of US air cargo that is screened including cargo transported on passenger planes,Head:D > Det-Head:DP,"5 - Estimated Percentage of US air cargo that is screened, including cargo transported on passenger planes."
ewt.cgel,answers-20111108104724AAuBUR7_ans-0074,21,a few,a few,[none],Det-Head,DP,Nom,a few,a few,Obj,a few,Head:D > Det-Head:DP,"We've had a few since then, but none since our race horses began wintering in Florida."
ewt.cgel,answers-20111108104724AAuBUR7_ans-0074,39,none,none,[none],Det-Head,DP,Nom,none,none,Obj,none,Head:D > Det-Head:DP,"We've had a few since then, but none since our race horses began wintering in Florida."
ewt.cgel,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0033,30,the,the,[none],Det,DP,NP,the,the country,Obj,the country,Head:D > Det:DP,But there are strong hints in the country that a new Indo-Sri Lanka defense deal could be in the making.
ewt.cgel,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0033,41,a,a,[none],Det,DP,NP,a,a new Indo - Sri Lanka defense deal,Subj,a new Indo - Sri Lanka defense deal,Head:D > Det:DP,But there are strong hints in the country that a new Indo-Sri Lanka defense deal could be in the making.
ewt.cgel,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0033,81,the,the,[none],Det,DP,NP,the,the making,Obj,the making,Head:D > Det:DP,But there are strong hints in the country that a new Indo-Sri Lanka defense deal could be in the making.
ewt.cgel,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0039,3,that,that,[none],Det,DP,NP,that,that rejection,Subj,that rejection,Head:D > Det:DP,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be.
ewt.cgel,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0039,18,the,the,[none],Det,DP,NP,the,the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be,Obj,the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be,Head:D > Det:DP,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be.
ewt.cgel,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0039,54,the,the,[none],Det,DP,NP,the,the Apple studios,Obj,the Apple studios,Head:D > Det:DP,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be.
ewt.cgel,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0039,68,the,the,[none],Det,DP,NP,the,the filming of Let it Be,Obj,the filming of Let it Be,Head:D > Det:DP,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be.
ewt.cgel,newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0024,37,this,this,[none],Det,DP,NP,this,this planet,Obj,this planet,Head:D > Det:DP,Will we choose to live in harmony with this planet or crash and burn in a conflagration of arrogance and disregard?
ewt.cgel,newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0024,64,a,a,[none],Det,DP,NP,a,a conflagration of arrogance and disregard,Obj,a conflagration of arrogance and disregard,Head:D > Det:DP,Will we choose to live in harmony with this planet or crash and burn in a conflagration of arrogance and disregard?
ewt.cgel,answers-20111108084416AAoPgBv_ans-0004,22,anywhere,anywhere,[none],Det-Head,DP,Nom,anywhere,anywhere outside my hometown Charlotte North Carolina,Comp,anywhere outside my hometown Charlotte North Carolina,Head:D > Det-Head:DP,I have never been anywhere out side my home town Charlotte north Carolina please help!!!!
ewt.cgel,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0019,23,the,the,[none],Det,DP,NP,the,the way they think he will vote,Obj,the way they think he will vote,Head:D > Det:DP,"But other people do like the way they think he will vote, and the ones who favor him seem to outnumber the ones who oppose him."
ewt.cgel,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0019,59,the,the,[none],Det,DP,NP,the,the ones who favor him,Subj,the ones who favor him,Head:D > Det:DP,"But other people do like the way they think he will vote, and the ones who favor him seem to outnumber the ones who oppose him."
ewt.cgel,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0019,95,the,the,[none],Det,DP,NP,the,the ones who oppose him,Obj,the ones who oppose him,Head:D > Det:DP,"But other people do like the way they think he will vote, and the ones who favor him seem to outnumber the ones who oppose him."
ewt.cgel,email-enronsent13_01-0092,53,the,the,[none],Det,DP,NP,the,the schedule,Obj,the schedule,Head:D > Det:DP,"per our conversation yesterday afternoon, attached are proposed drafts of the Schedule and the Para. 13 relative to the above."
ewt.cgel,email-enronsent13_01-0092,63,the,[deleted]:the,,Det,DP,NP,the,the para. 13 relative to the above,Head,the para. 13 relative to the above,Head:D > Det:DP,"per our conversation yesterday afternoon, attached are proposed drafts of the Schedule and the Para. 13 relative to the above."
ewt.cgel,email-enronsent13_01-0092,83,the,the,[none],Det,DP,NP,the,the above,Obj,the above,Head:D > Det:DP,"per our conversation yesterday afternoon, attached are proposed drafts of the Schedule and the Para. 13 relative to the above."
ewt.cgel,reviews-124163-0001,49,enough,enough,[none],Mod,DP,VP,enough,recommend Dr David Nelson enough,,Cranmore Dental and Implant Clinic I could not recommend Dr David Nelson enough,Head:D > Mod:DP,Cranmore Dental and Implant Clinic : I could not recommend Dr David Nelson enough.
ewt.cgel,answers-20111108101024AANYJpw_ans-0016,3,this,this,[none],Det,DP,NP,this,this person,Subj,this person,Head:D > Det:DP,This person is not coming to visit you - the whole point of this scam is to gain your trust enough to steal your money and identity
ewt.cgel,answers-20111108101024AANYJpw_ans-0016,39,the,the,[none],Det,DP,NP,the,the whole point of this scam,Subj,the whole point of this scam,Head:D > Det:DP,This person is not coming to visit you - the whole point of this scam is to gain your trust enough to steal your money and identity
ewt.cgel,answers-20111108101024AANYJpw_ans-0016,53,this,this,[none],Det,DP,NP,this,this scam,Obj,this scam,Head:D > Det:DP,This person is not coming to visit you - the whole point of this scam is to gain your trust enough to steal your money and identity
ewt.cgel,answers-20111108101024AANYJpw_ans-0016,84,enough,enough,[none],Det-Head,DP,Nom,enough,enough to steal your money and identity,Mod,enough to steal your money and identity,Head:D > Det-Head:DP,This person is not coming to visit you - the whole point of this scam is to gain your trust enough to steal your money and identity
ewt.cgel,reviews-118718-0004,68,the,the,[none],Det,DP,NP,the,the surgery,Obj,the surgery,Head:D > Det:DP,They were accomdating with my scheduled and work with my insurance to get payment for the surgery.
ewt.cgel,email-enronsent05_02-0056,34,the,the,[none],Det,DP,NP,the,the presentation,Obj,the presentation,Head:D > Det:DP,"Mike Day, our outside counsel, will make the presentation on our behalf."
ewt.cgel,reviews-397066-0002,33,several,several,[none],Det,DP,NP,several,several times,Mod,several times,Head:D > Det:DP,I have used Just Like Family several times now and they have provided great care for my two dogs.
ewt.cgel,reviews-397066-0002,78,two,two,[none],Mod,DP,Nom,two,two dogs,Obj,my two dogs,Head:D > Mod:DP,I have used Just Like Family several times now and they have provided great care for my two dogs.
ewt.cgel,email-enronsent40_01-0006,17,the,the,[none],Det,DP,NP,the,the following,Subj,the following,Head:D > Det:DP,"As we discussed, the following is revised disclosure regarding direct access to deal with the cost issue:"
ewt.cgel,email-enronsent40_01-0006,65,the,the,[none],Det,DP,NP,the,the cost issue,Obj,the cost issue,Head:D > Det:DP,"As we discussed, the following is revised disclosure regarding direct access to deal with the cost issue:"
ewt.cgel,reviews-191666-0004,9,the,the,[none],Det,DP,NP,the,the employees,Subj,the employees,Head:D > Det:DP,2) The employees constantly talk down to customers and are very argumentative for the sake of being argumentative.
ewt.cgel,reviews-191666-0004,55,the,the,[none],Det,DP,NP,the,the sake of being argumentative,Obj,the sake of being argumentative,Head:D > Det:DP,2) The employees constantly talk down to customers and are very argumentative for the sake of being argumentative.
ewt.cgel,answers-20111107094641AATmyb6_ans-0014,33,a,a,[none],Det,DP,NP,a,a long time,Obj,a long time,Head:D > Det:DP,"Also, Sinh Cafe has been around for a long time and is very reputable."
ewt.cgel,answers-20111108105629AAiZUDY_ans-0008,44,the,the,[none],Det,DP,NP,the,the bathroom,Obj,the bathroom,Head:D > Det:DP,(i know that snakes that have problems going to the bathroom won't eat.)
ewt.cgel,email-enronsent33_01-0156,18,a,a,[none],Det,DP,NP,a,a copy of the suit filed against the generators,Obj,a copy of the suit filed against the generators,Head:D > Det:DP,I'll send a copy of the suit filed against the generators as soon as I get it.
ewt.cgel,email-enronsent33_01-0156,28,the,the,[none],Det,DP,NP,the,the suit filed against the generators,Obj,the suit filed against the generators,Head:D > Det:DP,I'll send a copy of the suit filed against the generators as soon as I get it.
ewt.cgel,email-enronsent33_01-0156,44,the,the,[none],Det,DP,NP,the,the generators,Obj,the generators,Head:D > Det:DP,I'll send a copy of the suit filed against the generators as soon as I get it.
