"spec_id","scope","feature_set","features","weighting","distance","method","k","matched","total","ari","balanced_accuracy","orientation_tied","size_1","size_2","silhouette","objective","starts","iterations","tied_best_partitions","converged"
"no_sem__equal_features__jaccard__pam","core","no_sem",119,"equal_features","jaccard","pam",2,119,138,0.52166760793106,0.858904109589041,FALSE,80,58,0.153337891329682,0.587540049412893,1,,1,TRUE
"no_sem__equal_features__jaccard__average","core","no_sem",119,"equal_features","jaccard","average",2,74,138,0.00178392512401945,0.507692307692308,FALSE,137,1,0.172767676885276,,1,,1,TRUE
"no_sem__equal_domains__sqrt_hamming__pam","core","no_sem",119,"equal_domains","sqrt_hamming","pam",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.27774827747241,0.336893683772047,1,,1,TRUE
"no_sem__equal_domains__sqrt_hamming__average","core","no_sem",119,"equal_domains","sqrt_hamming","average",2,104,138,0.252413533231221,0.741833508956797,FALSE,99,39,0.275330253831656,,1,,1,TRUE
"no_sem__equal_domains__sqrt_hamming__energy","core","no_sem",119,"equal_domains","sqrt_hamming","energy",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.27774827747241,26.6286705742284,100,3,1,TRUE
"no_sem__equal_domains__hamming__pam","core","no_sem",119,"equal_domains","hamming","pam",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.458404715252178,0.120901771336554,1,,1,TRUE
"no_sem__equal_domains__hamming__average","core","no_sem",119,"equal_domains","hamming","average",2,104,138,0.252413533231221,0.741833508956797,FALSE,99,39,0.45346588446489,,1,,1,TRUE
"no_sem__equal_domains__jaccard__pam","core","no_sem",119,"equal_domains","jaccard","pam",2,116,138,0.460114543894976,0.836670179135933,FALSE,81,57,0.199535457195727,0.579520631676392,1,,1,TRUE
"no_sem__equal_domains__jaccard__average","core","no_sem",119,"equal_domains","jaccard","average",2,105,138,0.267257710839959,0.751211801896733,FALSE,94,44,0.217068225821021,,1,,1,TRUE
"no_sem__idf_presence__jaccard__pam","core","no_sem",119,"idf_presence","jaccard","pam",2,117,138,0.480160937337068,0.851106427818757,FALSE,64,74,0.105663009055801,0.711867971033276,1,,1,TRUE
"no_sem__idf_presence__jaccard__average","core","no_sem",119,"idf_presence","jaccard","average",2,121,138,0.564790821368477,0.875974710221286,FALSE,74,64,0.118523394823102,,1,,1,TRUE
"no_synt__equal_features__sqrt_hamming__pam","core","no_synt",105,"equal_features","sqrt_hamming","pam",2,129,138,0.754391050461008,0.930769230769231,FALSE,82,56,0.17865233326694,0.323080811240002,1,,1,TRUE
"no_synt__equal_features__sqrt_hamming__average","core","no_synt",105,"equal_features","sqrt_hamming","average",2,133,138,0.859309342325905,0.961538461538462,FALSE,78,60,0.175700030713845,,1,,1,TRUE
"no_synt__equal_features__sqrt_hamming__energy","core","no_synt",105,"equal_features","sqrt_hamming","energy",2,125,138,0.656232090438534,0.901685985247629,FALSE,82,56,0.182908482914462,25.6036088034355,100,3,1,TRUE
"no_synt__equal_features__hamming__pam","core","no_synt",105,"equal_features","hamming","pam",2,123,138,0.60970930179085,0.886301369863014,FALSE,84,54,0.317390312975275,0.10904071773637,1,,1,TRUE
"no_synt__equal_features__hamming__average","core","no_synt",105,"equal_features","hamming","average",2,133,138,0.859309342325905,0.961538461538462,FALSE,78,60,0.303415012405173,,1,,1,TRUE
"no_synt__equal_features__jaccard__pam","core","no_synt",105,"equal_features","jaccard","pam",2,123,138,0.60963690143988,0.892202318229715,FALSE,70,68,0.192101395794271,0.535916688297842,1,,1,TRUE
"no_synt__equal_features__jaccard__average","core","no_synt",105,"equal_features","jaccard","average",2,72,138,-0.00202489946437497,0.494836670179136,FALSE,133,5,0.143075252807423,,1,,1,TRUE
"no_synt__equal_domains__sqrt_hamming__pam","core","no_synt",105,"equal_domains","sqrt_hamming","pam",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.284845393647607,0.322733494276977,1,,1,TRUE
"no_synt__equal_domains__sqrt_hamming__average","core","no_synt",105,"equal_domains","sqrt_hamming","average",2,78,138,0.0120222314449279,0.543519494204426,FALSE,121,17,0.238727811403917,,1,,1,TRUE
"no_synt__equal_domains__sqrt_hamming__energy","core","no_synt",105,"equal_domains","sqrt_hamming","energy",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.284845393647607,26.2687655706493,100,3,1,TRUE
"no_synt__equal_domains__hamming__pam","core","no_synt",105,"equal_domains","hamming","pam",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.466304874816261,0.113563167910994,1,,1,TRUE
"no_synt__equal_domains__hamming__average","core","no_synt",105,"equal_domains","hamming","average",2,78,138,0.0120222314449279,0.543519494204426,FALSE,121,17,0.39153856037833,,1,,1,TRUE
"no_synt__equal_domains__jaccard__pam","core","no_synt",105,"equal_domains","jaccard","pam",2,115,138,0.440451617975337,0.828977871443625,FALSE,82,56,0.21828341887358,0.529304600383384,1,,1,TRUE
"no_synt__equal_domains__jaccard__average","core","no_synt",105,"equal_domains","jaccard","average",2,70,138,-0.00412286766922999,0.481981032665964,FALSE,129,9,0.166410134022292,,1,,1,TRUE
"no_synt__unique_profiles__sqrt_hamming__pam","core","no_synt",105,"unique_profiles","sqrt_hamming","pam",2,129,138,0.754391050461008,0.930769230769231,FALSE,82,56,0.181151557933616,0.325926399594441,1,,1,TRUE
"no_synt__unique_profiles__sqrt_hamming__average","core","no_synt",105,"unique_profiles","sqrt_hamming","average",2,133,138,0.859309342325905,0.961538461538462,FALSE,78,60,0.177987275941206,,1,,1,TRUE
"no_synt__unique_profiles__sqrt_hamming__energy","core","no_synt",105,"unique_profiles","sqrt_hamming","energy",2,125,138,0.656232090438534,0.901685985247629,FALSE,82,56,0.185403668392466,25.7879917241687,100,3,1,TRUE
"no_synt__unique_profiles__hamming__pam","core","no_synt",105,"unique_profiles","hamming","pam",2,123,138,0.60970930179085,0.886301369863014,FALSE,84,54,0.32132883085738,0.111111111111111,1,,1,TRUE
"no_synt__unique_profiles__hamming__average","core","no_synt",105,"unique_profiles","hamming","average",2,133,138,0.859309342325905,0.961538461538462,FALSE,78,60,0.306703508373748,,1,,1,TRUE
"no_synt__unique_profiles__jaccard__pam","core","no_synt",105,"unique_profiles","jaccard","pam",2,123,138,0.60963690143988,0.892202318229715,FALSE,70,68,0.194064503881426,0.533144528038279,1,,1,TRUE
"no_synt__unique_profiles__jaccard__average","core","no_synt",105,"unique_profiles","jaccard","average",2,72,138,-0.00202489946437497,0.494836670179136,FALSE,133,5,0.144737711108851,,1,,1,TRUE
"no_synt__idf_presence__jaccard__pam","core","no_synt",105,"idf_presence","jaccard","pam",2,122,138,0.586997615488207,0.885353003161222,FALSE,69,69,0.126501494739595,0.693979195851063,1,,1,TRUE
"no_synt__idf_presence__jaccard__average","core","no_synt",105,"idf_presence","jaccard","average",2,112,138,0.384046959972268,0.820231822971549,FALSE,51,87,0.106893444202071,,1,,1,TRUE
"morph_only__equal_features__sqrt_hamming__pam","domain_diagnostic","morph_only",66,"equal_features","sqrt_hamming","pam",2,125,138,0.656266244901628,0.9,FALSE,86,52,0.239742367345859,0.252468311303098,1,,1,TRUE
"morph_only__equal_features__sqrt_hamming__average","domain_diagnostic","morph_only",66,"equal_features","sqrt_hamming","average",2,126,138,0.680160222700603,0.907692307692308,FALSE,85,53,0.238426251425125,,1,,1,TRUE
"morph_only__equal_features__sqrt_hamming__energy","domain_diagnostic","morph_only",66,"equal_features","sqrt_hamming","energy",2,125,138,0.656266244901628,0.9,FALSE,86,52,0.239742367345859,20.9453000623097,100,2,1,TRUE
"morph_only__equal_features__hamming__pam","domain_diagnostic","morph_only",66,"equal_features","hamming","pam",2,125,138,0.656266244901628,0.9,FALSE,86,52,0.396228010974096,0.0696091348265262,1,,1,TRUE
"morph_only__equal_features__hamming__average","domain_diagnostic","morph_only",66,"equal_features","hamming","average",2,126,138,0.680160222700603,0.907692307692308,FALSE,85,53,0.393823030008025,,1,,1,TRUE
"morph_only__equal_features__jaccard__pam","domain_diagnostic","morph_only",66,"equal_features","jaccard","pam",2,125,138,0.656232090438534,0.901685985247629,FALSE,82,56,0.22666642854016,0.56842064939891,1,,1,TRUE
"morph_only__equal_features__jaccard__average","domain_diagnostic","morph_only",66,"equal_features","jaccard","average",2,72,138,-0.0015884264802913,0.493150684931507,FALSE,137,1,0.175502543407742,,1,,1,TRUE
"morph_only__idf_presence__jaccard__pam","domain_diagnostic","morph_only",66,"idf_presence","jaccard","pam",2,124,138,0.632758308161156,0.893993677555321,FALSE,83,55,0.140680165047548,0.695768078226096,1,,1,TRUE
"morph_only__idf_presence__jaccard__average","domain_diagnostic","morph_only",66,"idf_presence","jaccard","average",2,123,138,0.60970930179085,0.886301369863014,FALSE,84,54,0.137523068486252,,1,,1,TRUE
"morph_without_components__equal_features__sqrt_hamming__pam","domain_diagnostic","morph_without_components",16,"equal_features","sqrt_hamming","pam",2,78,138,0.00982297692065968,0.563751317175975,FALSE,73,65,0.193029186536594,0.41156986978547,1,,1,TRUE
"morph_without_components__equal_features__sqrt_hamming__average","domain_diagnostic","morph_without_components",16,"equal_features","sqrt_hamming","average",2,126,138,0.680160222700603,0.907692307692308,FALSE,85,53,0.324923357596888,,1,,1,TRUE
"morph_without_components__equal_features__sqrt_hamming__energy","domain_diagnostic","morph_without_components",16,"equal_features","sqrt_hamming","energy",2,125,138,0.656266244901628,0.9,FALSE,86,52,0.327589627362999,32.1168717347536,100,3,1,TRUE
"morph_without_components__equal_features__hamming__pam","domain_diagnostic","morph_without_components",16,"equal_features","hamming","pam",2,122,138,0.587134380032653,0.876923076923077,FALSE,89,49,0.488165662460338,0.187047101449275,1,,1,TRUE
"morph_without_components__equal_features__hamming__average","domain_diagnostic","morph_without_components",16,"equal_features","hamming","average",2,126,138,0.680160222700603,0.907692307692308,FALSE,85,53,0.498112645816958,,1,,1,TRUE
"morph_without_components__equal_features__jaccard__pam","domain_diagnostic","morph_without_components",16,"equal_features","jaccard","pam",2,121,138,0.564825417741791,0.873445732349842,FALSE,80,58,0.322025624276767,0.475612752786666,1,,1,TRUE
"morph_without_components__equal_features__jaccard__average","domain_diagnostic","morph_without_components",16,"equal_features","jaccard","average",2,72,138,-0.0015884264802913,0.493150684931507,FALSE,137,1,0.265023480001102,,1,,1,TRUE
"morph_without_components__idf_presence__jaccard__pam","domain_diagnostic","morph_without_components",16,"idf_presence","jaccard","pam",2,112,138,0.383914341889392,0.80927291886196,FALSE,77,61,0.272819909090573,0.520881512490136,1,,1,TRUE
"morph_without_components__idf_presence__jaccard__average","domain_diagnostic","morph_without_components",16,"idf_presence","jaccard","average",2,72,138,-0.0015884264802913,0.493150684931507,FALSE,137,1,0.222635613216856,,1,,1,TRUE
"phon_only__equal_features__sqrt_hamming__pam","domain_diagnostic","phon_only",3,"equal_features","sqrt_hamming","pam",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.740157094207369,0.108776137673408,1,,1,TRUE
"phon_only__equal_features__sqrt_hamming__average","domain_diagnostic","phon_only",3,"equal_features","sqrt_hamming","average",2,104,138,0.252413533231221,0.741833508956797,FALSE,99,39,0.733771666323941,,1,,1,TRUE
"phon_only__equal_features__sqrt_hamming__energy","domain_diagnostic","phon_only",3,"equal_features","sqrt_hamming","energy",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.740157094207369,12.6097669672544,100,3,1,TRUE
"phon_only__equal_features__hamming__pam","domain_diagnostic","phon_only",3,"equal_features","hamming","pam",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.787199180403461,0.0628019323671497,1,,1,TRUE
"phon_only__equal_features__hamming__average","domain_diagnostic","phon_only",3,"equal_features","hamming","average",2,104,138,0.252413533231221,0.741833508956797,FALSE,99,39,0.775534507807383,,1,,1,TRUE
"phon_only__equal_features__jaccard__pam","domain_diagnostic","phon_only",3,"equal_features","jaccard","pam",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.735425077273914,0.148550724637681,1,,1,TRUE
"phon_only__equal_features__jaccard__average","domain_diagnostic","phon_only",3,"equal_features","jaccard","average",2,104,138,0.251977752107056,0.748577449947313,FALSE,83,55,0.789810341742709,,1,,1,TRUE
"phon_only__idf_presence__jaccard__pam","domain_diagnostic","phon_only",3,"idf_presence","jaccard","pam",2,103,138,0.237788234678377,0.734984193888303,FALSE,98,40,0.716330484205513,0.159215901967276,1,,1,TRUE
"phon_only__idf_presence__jaccard__average","domain_diagnostic","phon_only",3,"idf_presence","jaccard","average",2,104,138,0.251977752107056,0.748577449947313,FALSE,83,55,0.780824251526543,,1,,1,TRUE
"sem_only__equal_features__sqrt_hamming__pam","domain_diagnostic","sem_only",36,"equal_features","sqrt_hamming","pam",2,109,138,0.331358523159413,0.783667017913593,FALSE,86,52,0.140011067113542,0.384234931429631,1,,1,TRUE
"sem_only__equal_features__sqrt_hamming__average","domain_diagnostic","sem_only",36,"equal_features","sqrt_hamming","average",2,86,138,0.0562692267508677,0.6,FALSE,125,13,0.143012603041473,,1,,1,TRUE
"sem_only__equal_features__sqrt_hamming__energy","domain_diagnostic","sem_only",36,"equal_features","sqrt_hamming","energy",2,132,138,0.832429915469811,0.957218124341412,FALSE,71,67,0.168475870372105,30.9991022820254,100,5,1,TRUE
"sem_only__equal_features__hamming__pam","domain_diagnostic","sem_only",36,"equal_features","hamming","pam",2,111,138,0.366049191366264,0.798208640674394,FALSE,86,52,0.23602738637281,0.155797101449275,1,,1,TRUE
"sem_only__equal_features__hamming__average","domain_diagnostic","sem_only",36,"equal_features","hamming","average",2,86,138,0.0562692267508677,0.6,FALSE,125,13,0.222192412332927,,1,,1,TRUE
"sem_only__equal_features__jaccard__pam","domain_diagnostic","sem_only",36,"equal_features","jaccard","pam",2,125,138,0.656186540594849,0.908429926238145,FALSE,66,72,0.197442382074984,0.463993376733147,1,,1,TRUE
"sem_only__equal_features__jaccard__average","domain_diagnostic","sem_only",36,"equal_features","jaccard","average",2,75,138,0.00399148870714579,0.515384615384615,FALSE,136,2,0.242003684889456,,1,,1,TRUE
"sem_only__idf_presence__jaccard__pam","domain_diagnostic","sem_only",36,"idf_presence","jaccard","pam",2,113,138,0.402289564535318,0.820337197049526,FALSE,68,70,0.139109494288179,0.589784111490145,1,,1,TRUE
"sem_only__idf_presence__jaccard__average","domain_diagnostic","sem_only",36,"idf_presence","jaccard","average",2,75,138,0.00399148870714579,0.515384615384615,FALSE,136,2,0.164382668335997,,1,,1,TRUE
"synt_only__equal_features__sqrt_hamming__pam","domain_diagnostic","synt_only",50,"equal_features","sqrt_hamming","pam",2,73,138,-0.00350316226258585,0.538777660695469,FALSE,46,92,0.11167908098744,0.408326685228045,1,,1,TRUE
"synt_only__equal_features__sqrt_hamming__average","domain_diagnostic","synt_only",50,"equal_features","sqrt_hamming","average",2,80,138,0.0213883112025653,0.553846153846154,FALSE,131,7,0.221379337203328,,1,,1,TRUE
"synt_only__equal_features__sqrt_hamming__energy","domain_diagnostic","synt_only",50,"equal_features","sqrt_hamming","energy",2,118,138,0.500911416736242,0.846153846153846,FALSE,93,45,0.103974590408534,32.4818919566407,100,6,1,TRUE
"synt_only__equal_features__hamming__pam","domain_diagnostic","synt_only",50,"equal_features","hamming","pam",2,70,138,-0.0065529779206655,0.51822971548999,FALSE,43,95,0.184963143072919,0.178550724637681,1,,1,TRUE
"synt_only__equal_features__hamming__average","domain_diagnostic","synt_only",50,"equal_features","hamming","average",2,80,138,0.0213883112025653,0.553846153846154,FALSE,131,7,0.338378142500517,,1,,1,TRUE
"synt_only__equal_features__jaccard__pam","domain_diagnostic","synt_only",50,"equal_features","jaccard","pam",2,111,138,0.36596099998646,0.800737618545838,FALSE,80,58,0.139192817906579,0.560905759122931,1,,1,TRUE
"synt_only__equal_features__jaccard__average","domain_diagnostic","synt_only",50,"equal_features","jaccard","average",2,74,138,0.00178392512401945,0.507692307692308,FALSE,137,1,0.261500312064933,,1,,1,TRUE
"synt_only__idf_presence__jaccard__pam","domain_diagnostic","synt_only",50,"idf_presence","jaccard","pam",2,91,138,0.095795836125624,0.646891464699684,FALSE,100,38,0.100549398525444,0.68253701962597,1,,1,TRUE
"synt_only__idf_presence__jaccard__average","domain_diagnostic","synt_only",50,"idf_presence","jaccard","average",2,107,138,0.298903401294165,0.761538461538461,FALSE,104,34,0.141183200458869,,1,,1,TRUE
"synt_without_four_labels__equal_features__sqrt_hamming__pam","domain_diagnostic","synt_without_four_labels",46,"equal_features","sqrt_hamming","pam",2,76,138,0.00336946655423169,0.559325605900948,FALSE,49,89,0.112666082097776,0.402865901568515,1,,1,TRUE
"synt_without_four_labels__equal_features__sqrt_hamming__average","domain_diagnostic","synt_without_four_labels",46,"equal_features","sqrt_hamming","average",2,80,138,0.0213883112025653,0.553846153846154,FALSE,131,7,0.221982682584302,,1,,1,TRUE
"synt_without_four_labels__equal_features__sqrt_hamming__energy","domain_diagnostic","synt_without_four_labels",46,"equal_features","sqrt_hamming","energy",2,99,138,0.183093808379067,0.717702845100105,FALSE,70,68,0.123786067320601,32.2575780524597,100,4,1,TRUE
"synt_without_four_labels__equal_features__hamming__pam","domain_diagnostic","synt_without_four_labels",46,"equal_features","hamming","pam",2,72,138,-0.0049444693514311,0.531928345626976,FALSE,45,93,0.188126290888266,0.172495274102079,1,,1,TRUE
"synt_without_four_labels__equal_features__hamming__average","domain_diagnostic","synt_without_four_labels",46,"equal_features","hamming","average",2,80,138,0.0213883112025653,0.553846153846154,FALSE,131,7,0.339861915702442,,1,,1,TRUE
"synt_without_four_labels__equal_features__jaccard__pam","domain_diagnostic","synt_without_four_labels",46,"equal_features","jaccard","pam",2,74,138,-0.00203525294819824,0.535511064278188,FALSE,71,67,0.109812793120999,0.547008150803508,1,,1,TRUE
"synt_without_four_labels__equal_features__jaccard__average","domain_diagnostic","synt_without_four_labels",46,"equal_features","jaccard","average",2,74,138,0.00178392512401945,0.507692307692308,FALSE,137,1,0.27126249725974,,1,,1,TRUE
"synt_without_four_labels__idf_presence__jaccard__pam","domain_diagnostic","synt_without_four_labels",46,"idf_presence","jaccard","pam",2,91,138,0.095795836125624,0.646891464699684,FALSE,100,38,0.10411644535754,0.670253026782598,1,,1,TRUE
"synt_without_four_labels__idf_presence__jaccard__average","domain_diagnostic","synt_without_four_labels",46,"idf_presence","jaccard","average",2,105,138,0.26770866968778,0.746153846153846,FALSE,106,32,0.137065545612397,,1,,1,TRUE
