comparison,before_spec,after_spec,method_before,method_after,matched_before,matched_after,change_in_matched,ari_before,ari_after,change_in_ari,between_partition_ari,minimum_changed_forms
full_to_no_synt,full__equal_domains__sqrt_hamming__energy,no_synt__equal_domains__sqrt_hamming__energy,energy,energy,103,103,0,0.237788234678377,0.237788234678377,0.0,1.0,0
full_to_no_synt,full__equal_domains__hamming__pam,no_synt__equal_domains__hamming__pam,pam,pam,107,103,-4,0.2985552169859,0.237788234678377,-0.060766982307522976,0.8841266684608237,4
full_to_no_synt,full__equal_domains__hamming__average,no_synt__equal_domains__hamming__average,average,average,104,78,-26,0.252413533231221,0.0120222314449279,-0.24039130178629312,0.13348620898830962,36
full_to_no_synt,full__equal_domains__jaccard__pam,no_synt__equal_domains__jaccard__pam,pam,pam,117,115,-2,0.480202261250161,0.440451617975337,-0.03975064327482403,0.886537758046249,4
full_to_no_synt,full__equal_domains__jaccard__average,no_synt__equal_domains__jaccard__average,average,average,73,70,-3,-0.000224420335363643,-0.00412286766922999,-0.0038984473338663467,-0.022554069765415456,11
full_to_no_synt,full__unique_profiles__sqrt_hamming__pam,no_synt__unique_profiles__sqrt_hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754391050461008,1.7897919090015257e-05,0.832387223024304,6
full_to_no_synt,full__unique_profiles__sqrt_hamming__average,no_synt__unique_profiles__sqrt_hamming__average,average,average,136,133,-3,0.942452203083014,0.859309342325905,-0.08314286075710908,0.9143126489988186,3
full_to_no_synt,full__unique_profiles__sqrt_hamming__energy,no_synt__unique_profiles__sqrt_hamming__energy,energy,energy,125,125,0,0.656232090438534,0.656232090438534,0.0,1.0,0
full_to_no_synt,full__unique_profiles__hamming__pam,no_synt__unique_profiles__hamming__pam,pam,pam,129,123,-6,0.754373152541918,0.60970930179085,-0.1446638507510679,0.7290790752061355,10
full_to_no_synt,full__unique_profiles__hamming__average,no_synt__unique_profiles__hamming__average,average,average,136,133,-3,0.942452203083014,0.859309342325905,-0.08314286075710908,0.9143126489988186,3
full_to_no_synt,full__unique_profiles__jaccard__pam,no_synt__unique_profiles__jaccard__pam,pam,pam,125,123,-2,0.656184262785802,0.60963690143988,-0.04654736134592197,0.8324257297208251,6
full_to_no_synt,full__unique_profiles__jaccard__average,no_synt__unique_profiles__jaccard__average,average,average,75,72,-3,0.00399148870714579,-0.00202489946437497,-0.00601638817152076,0.5493644373783868,3
full_to_no_synt,full__idf_presence__jaccard__pam,no_synt__idf_presence__jaccard__pam,pam,pam,120,122,2,0.543002789188638,0.586997615488207,0.04399482629956897,0.7799645422928906,8
full_to_no_synt,full__idf_presence__jaccard__average,no_synt__idf_presence__jaccard__average,average,average,75,112,37,0.00399148870714579,0.384046959972268,0.38005547126512224,-0.011527573019470704,53
synt_only_to_synt_without_four_labels,synt_only__equal_features__sqrt_hamming__pam,synt_without_four_labels__equal_features__sqrt_hamming__pam,pam,pam,73,76,3,-0.00350316226258585,0.00336946655423169,0.006872628816817539,0.8044050600064871,7
synt_only_to_synt_without_four_labels,synt_only__equal_features__sqrt_hamming__average,synt_without_four_labels__equal_features__sqrt_hamming__average,average,average,80,80,0,0.0213883112025653,0.0213883112025653,0.0,1.0,0
synt_only_to_synt_without_four_labels,synt_only__equal_features__sqrt_hamming__energy,synt_without_four_labels__equal_features__sqrt_hamming__energy,energy,energy,118,99,-19,0.500911416736242,0.183093808379067,-0.317817608357175,0.4408433378876433,23
synt_only_to_synt_without_four_labels,synt_only__equal_features__hamming__pam,synt_without_four_labels__equal_features__hamming__pam,pam,pam,70,72,2,-0.0065529779206655,-0.0049444693514311,0.0016085085692343999,0.9415431582594557,2
synt_only_to_synt_without_four_labels,synt_only__equal_features__hamming__average,synt_without_four_labels__equal_features__hamming__average,average,average,80,80,0,0.0213883112025653,0.0213883112025653,0.0,1.0,0
synt_only_to_synt_without_four_labels,synt_only__equal_features__jaccard__pam,synt_without_four_labels__equal_features__jaccard__pam,pam,pam,111,74,-37,0.36596099998646,-0.00203525294819824,-0.3679962529346582,0.04697597829565674,53
synt_only_to_synt_without_four_labels,synt_only__equal_features__jaccard__average,synt_without_four_labels__equal_features__jaccard__average,average,average,74,74,0,0.00178392512401945,0.00178392512401945,0.0,1.0,0
synt_only_to_synt_without_four_labels,synt_only__idf_presence__jaccard__pam,synt_without_four_labels__idf_presence__jaccard__pam,pam,pam,91,91,0,0.095795836125624,0.095795836125624,0.0,1.0,0
synt_only_to_synt_without_four_labels,synt_only__idf_presence__jaccard__average,synt_without_four_labels__idf_presence__jaccard__average,average,average,107,105,-2,0.298903401294165,0.26770866968778,-0.031194731606384973,0.9380462125344802,2
equal_features_to_equal_domains,full__equal_features__sqrt_hamming__pam,full__equal_domains__sqrt_hamming__pam,pam,pam,129,107,-22,0.754373152541918,0.2985552169859,-0.45581793555601796,0.4204237797696199,24
equal_features_to_unique_profiles,full__equal_features__sqrt_hamming__pam,full__unique_profiles__sqrt_hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754373152541918,0.0,1.0,0
sqrt_hamming_to_hamming,full__equal_features__sqrt_hamming__pam,full__equal_features__hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754373152541918,0.0,1.0,0
sqrt_hamming_to_jaccard,full__equal_features__sqrt_hamming__pam,full__equal_features__jaccard__pam,pam,pam,129,125,-4,0.754373152541918,0.656184262785802,-0.09818888975611595,0.7292053840947911,10
pam_to_average,full__equal_features__sqrt_hamming__pam,full__equal_features__sqrt_hamming__average,pam,average,129,136,7,0.754373152541918,0.942452203083014,0.18807905054109608,0.7543629271299466,9
pam_to_energy,full__equal_features__sqrt_hamming__pam,full__equal_features__sqrt_hamming__energy,pam,energy,129,125,-4,0.754373152541918,0.656232090438534,-0.09814106210338391,0.7799024140723184,8
equal_features_to_equal_domains,full__equal_features__sqrt_hamming__average,full__equal_domains__sqrt_hamming__average,average,average,136,104,-32,0.942452203083014,0.252413533231221,-0.6900386698517931,0.2823025212431415,32
equal_features_to_unique_profiles,full__equal_features__sqrt_hamming__average,full__unique_profiles__sqrt_hamming__average,average,average,136,136,0,0.942452203083014,0.942452203083014,0.0,1.0,0
sqrt_hamming_to_hamming,full__equal_features__sqrt_hamming__average,full__equal_features__hamming__average,average,average,136,136,0,0.942452203083014,0.942452203083014,0.0,1.0,0
sqrt_hamming_to_jaccard,full__equal_features__sqrt_hamming__average,full__equal_features__jaccard__average,average,average,136,75,-61,0.942452203083014,0.00399148870714579,-0.9384607143758682,-0.004214458073604153,65
equal_features_to_equal_domains,full__equal_features__sqrt_hamming__energy,full__equal_domains__sqrt_hamming__energy,energy,energy,125,103,-22,0.656232090438534,0.237788234678377,-0.418443855760157,0.2482273663543626,34
equal_features_to_unique_profiles,full__equal_features__sqrt_hamming__energy,full__unique_profiles__sqrt_hamming__energy,energy,energy,125,125,0,0.656232090438534,0.656232090438534,0.0,1.0,0
equal_features_to_equal_domains,full__equal_features__hamming__pam,full__equal_domains__hamming__pam,pam,pam,129,107,-22,0.754373152541918,0.2985552169859,-0.45581793555601796,0.4204237797696199,24
equal_features_to_unique_profiles,full__equal_features__hamming__pam,full__unique_profiles__hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754373152541918,0.0,1.0,0
pam_to_average,full__equal_features__hamming__pam,full__equal_features__hamming__average,pam,average,129,136,7,0.754373152541918,0.942452203083014,0.18807905054109608,0.7543629271299466,9
equal_features_to_equal_domains,full__equal_features__hamming__average,full__equal_domains__hamming__average,average,average,136,104,-32,0.942452203083014,0.252413533231221,-0.6900386698517931,0.2823025212431415,32
equal_features_to_unique_profiles,full__equal_features__hamming__average,full__unique_profiles__hamming__average,average,average,136,136,0,0.942452203083014,0.942452203083014,0.0,1.0,0
equal_features_to_equal_domains,full__equal_features__jaccard__pam,full__equal_domains__jaccard__pam,pam,pam,125,117,-8,0.656184262785802,0.480202261250161,-0.17598200153564098,0.6327568288523768,14
equal_features_to_unique_profiles,full__equal_features__jaccard__pam,full__unique_profiles__jaccard__pam,pam,pam,125,125,0,0.656184262785802,0.656184262785802,0.0,1.0,0
jaccard_equal_to_idf,full__equal_features__jaccard__pam,full__idf_presence__jaccard__pam,pam,pam,125,120,-5,0.656184262785802,0.543002789188638,-0.11318147359716402,0.8593042411537856,5
pam_to_average,full__equal_features__jaccard__pam,full__equal_features__jaccard__average,pam,average,125,75,-50,0.656184262785802,0.00399148870714579,-0.6521927740786562,-0.000405175359290821,68
equal_features_to_equal_domains,full__equal_features__jaccard__average,full__equal_domains__jaccard__average,average,average,75,73,-2,0.00399148870714579,-0.000224420335363643,-0.004215909042509433,0.48518679882365623,2
equal_features_to_unique_profiles,full__equal_features__jaccard__average,full__unique_profiles__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
jaccard_equal_to_idf,full__equal_features__jaccard__average,full__idf_presence__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
sqrt_hamming_to_hamming,full__equal_domains__sqrt_hamming__pam,full__equal_domains__hamming__pam,pam,pam,107,107,0,0.2985552169859,0.2985552169859,0.0,1.0,0
sqrt_hamming_to_jaccard,full__equal_domains__sqrt_hamming__pam,full__equal_domains__jaccard__pam,pam,pam,107,117,10,0.2985552169859,0.480202261250161,0.18164704426426104,0.6318674859987499,14
pam_to_average,full__equal_domains__sqrt_hamming__pam,full__equal_domains__sqrt_hamming__average,pam,average,107,104,-3,0.2985552169859,0.252413533231221,-0.046141683754678975,0.8560097957166485,5
pam_to_energy,full__equal_domains__sqrt_hamming__pam,full__equal_domains__sqrt_hamming__energy,pam,energy,107,103,-4,0.2985552169859,0.237788234678377,-0.060766982307522976,0.8841266684608237,4
sqrt_hamming_to_hamming,full__equal_domains__sqrt_hamming__average,full__equal_domains__hamming__average,average,average,104,104,0,0.252413533231221,0.252413533231221,0.0,1.0,0
sqrt_hamming_to_jaccard,full__equal_domains__sqrt_hamming__average,full__equal_domains__jaccard__average,average,average,104,73,-31,0.252413533231221,-0.000224420335363643,-0.25263795356658464,-0.01692548581083006,41
pam_to_average,full__equal_domains__hamming__pam,full__equal_domains__hamming__average,pam,average,107,104,-3,0.2985552169859,0.252413533231221,-0.046141683754678975,0.8560097957166485,5
pam_to_average,full__equal_domains__jaccard__pam,full__equal_domains__jaccard__average,pam,average,117,73,-44,0.480202261250161,-0.000224420335363643,-0.48042668158552465,-0.00753977956579987,60
sqrt_hamming_to_hamming,full__unique_profiles__sqrt_hamming__pam,full__unique_profiles__hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754373152541918,0.0,1.0,0
sqrt_hamming_to_jaccard,full__unique_profiles__sqrt_hamming__pam,full__unique_profiles__jaccard__pam,pam,pam,129,125,-4,0.754373152541918,0.656184262785802,-0.09818888975611595,0.7292053840947911,10
pam_to_average,full__unique_profiles__sqrt_hamming__pam,full__unique_profiles__sqrt_hamming__average,pam,average,129,136,7,0.754373152541918,0.942452203083014,0.18807905054109608,0.7543629271299466,9
pam_to_energy,full__unique_profiles__sqrt_hamming__pam,full__unique_profiles__sqrt_hamming__energy,pam,energy,129,125,-4,0.754373152541918,0.656232090438534,-0.09814106210338391,0.7799024140723184,8
sqrt_hamming_to_hamming,full__unique_profiles__sqrt_hamming__average,full__unique_profiles__hamming__average,average,average,136,136,0,0.942452203083014,0.942452203083014,0.0,1.0,0
sqrt_hamming_to_jaccard,full__unique_profiles__sqrt_hamming__average,full__unique_profiles__jaccard__average,average,average,136,75,-61,0.942452203083014,0.00399148870714579,-0.9384607143758682,-0.004214458073604153,65
pam_to_average,full__unique_profiles__hamming__pam,full__unique_profiles__hamming__average,pam,average,129,136,7,0.754373152541918,0.942452203083014,0.18807905054109608,0.7543629271299466,9
pam_to_average,full__unique_profiles__jaccard__pam,full__unique_profiles__jaccard__average,pam,average,125,75,-50,0.656184262785802,0.00399148870714579,-0.6521927740786562,-0.000405175359290821,68
pam_to_average,full__idf_presence__jaccard__pam,full__idf_presence__jaccard__average,pam,average,120,75,-45,0.543002789188638,0.00399148870714579,-0.5390113004814922,1.8268830815674547e-05,63
equal_features_to_equal_domains,no_components__equal_features__sqrt_hamming__pam,no_components__equal_domains__sqrt_hamming__pam,pam,pam,111,113,2,0.366128962429392,0.402507280234578,0.03637831780518597,0.8311854665887396,6
equal_features_to_unique_profiles,no_components__equal_features__sqrt_hamming__pam,no_components__unique_profiles__sqrt_hamming__pam,pam,pam,111,111,0,0.366128962429392,0.366128962429392,0.0,1.0,0
sqrt_hamming_to_hamming,no_components__equal_features__sqrt_hamming__pam,no_components__equal_features__hamming__pam,pam,pam,111,115,4,0.366128962429392,0.440477562729972,0.07434860030057999,0.8318512804839594,6
sqrt_hamming_to_jaccard,no_components__equal_features__sqrt_hamming__pam,no_components__equal_features__jaccard__pam,pam,pam,111,125,14,0.366128962429392,0.656186540594849,0.290057578165457,0.4214046176297198,24
pam_to_average,no_components__equal_features__sqrt_hamming__pam,no_components__equal_features__sqrt_hamming__average,pam,average,111,129,18,0.366128962429392,0.754356879442656,0.3882279170132639,0.4603945168121925,22
pam_to_energy,no_components__equal_features__sqrt_hamming__pam,no_components__equal_features__sqrt_hamming__energy,pam,energy,111,131,20,0.366128962429392,0.805989846809123,0.439860884379731,0.5005558364438504,20
equal_features_to_equal_domains,no_components__equal_features__sqrt_hamming__average,no_components__equal_domains__sqrt_hamming__average,average,average,129,109,-20,0.754356879442656,0.331544480220811,-0.42281239922184494,0.3844443617555675,26
equal_features_to_unique_profiles,no_components__equal_features__sqrt_hamming__average,no_components__unique_profiles__sqrt_hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
sqrt_hamming_to_hamming,no_components__equal_features__sqrt_hamming__average,no_components__equal_features__hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
sqrt_hamming_to_jaccard,no_components__equal_features__sqrt_hamming__average,no_components__equal_features__jaccard__average,average,average,129,75,-54,0.754356879442656,0.00399148870714579,-0.7503653907355101,0.0012761778766071468,66
equal_features_to_equal_domains,no_components__equal_features__sqrt_hamming__energy,no_components__equal_domains__sqrt_hamming__energy,energy,energy,131,117,-14,0.805989846809123,0.480274562291262,-0.325715284517861,0.542926718848831,18
equal_features_to_unique_profiles,no_components__equal_features__sqrt_hamming__energy,no_components__unique_profiles__sqrt_hamming__energy,energy,energy,131,131,0,0.805989846809123,0.805989846809123,0.0,1.0,0
equal_features_to_equal_domains,no_components__equal_features__hamming__pam,no_components__equal_domains__hamming__pam,pam,pam,115,117,2,0.440477562729972,0.480274562291262,0.03979699956128996,0.7285974989368059,10
equal_features_to_unique_profiles,no_components__equal_features__hamming__pam,no_components__unique_profiles__hamming__pam,pam,pam,115,115,0,0.440477562729972,0.440477562729972,0.0,1.0,0
pam_to_average,no_components__equal_features__hamming__pam,no_components__equal_features__hamming__average,pam,average,115,129,14,0.440477562729972,0.754356879442656,0.31387931671268393,0.5431327335351754,18
equal_features_to_equal_domains,no_components__equal_features__hamming__average,no_components__equal_domains__hamming__average,average,average,129,115,-14,0.754356879442656,0.440540561404208,-0.31381631803844795,0.5009319601946066,20
equal_features_to_unique_profiles,no_components__equal_features__hamming__average,no_components__unique_profiles__hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
equal_features_to_equal_domains,no_components__equal_features__jaccard__pam,no_components__equal_domains__jaccard__pam,pam,pam,125,123,-2,0.656186540594849,0.609652418061975,-0.046534122532874034,0.680106849669734,12
equal_features_to_unique_profiles,no_components__equal_features__jaccard__pam,no_components__unique_profiles__jaccard__pam,pam,pam,125,125,0,0.656186540594849,0.656186540594849,0.0,1.0,0
jaccard_equal_to_idf,no_components__equal_features__jaccard__pam,no_components__idf_presence__jaccard__pam,pam,pam,125,123,-2,0.656186540594849,0.60963690143988,-0.046549639154969014,0.9424499309457187,2
pam_to_average,no_components__equal_features__jaccard__pam,no_components__equal_features__jaccard__average,pam,average,125,75,-50,0.656186540594849,0.00399148870714579,-0.6521950518877032,-0.00030890655630121024,66
equal_features_to_equal_domains,no_components__equal_features__jaccard__average,no_components__equal_domains__jaccard__average,average,average,75,123,48,0.00399148870714579,0.609644659905124,0.6056531711979781,-0.003494217705918866,66
equal_features_to_unique_profiles,no_components__equal_features__jaccard__average,no_components__unique_profiles__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
jaccard_equal_to_idf,no_components__equal_features__jaccard__average,no_components__idf_presence__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
sqrt_hamming_to_hamming,no_components__equal_domains__sqrt_hamming__pam,no_components__equal_domains__hamming__pam,pam,pam,113,117,4,0.402507280234578,0.480274562291262,0.07776728205668398,0.8860692412261222,4
sqrt_hamming_to_jaccard,no_components__equal_domains__sqrt_hamming__pam,no_components__equal_domains__jaccard__pam,pam,pam,113,123,10,0.402507280234578,0.609652418061975,0.20714513782739702,0.6326122593502221,14
pam_to_average,no_components__equal_domains__sqrt_hamming__pam,no_components__equal_domains__sqrt_hamming__average,pam,average,113,109,-4,0.402507280234578,0.331544480220811,-0.07096280001376698,0.6766269540253914,12
pam_to_energy,no_components__equal_domains__sqrt_hamming__pam,no_components__equal_domains__sqrt_hamming__energy,pam,energy,113,117,4,0.402507280234578,0.480274562291262,0.07776728205668398,0.8860692412261222,4
sqrt_hamming_to_hamming,no_components__equal_domains__sqrt_hamming__average,no_components__equal_domains__hamming__average,average,average,109,115,6,0.331544480220811,0.440540561404208,0.10899608118339699,0.830975422228668,6
sqrt_hamming_to_jaccard,no_components__equal_domains__sqrt_hamming__average,no_components__equal_domains__jaccard__average,average,average,109,123,14,0.331544480220811,0.609644659905124,0.27810017968431294,0.5008129633053979,20
pam_to_average,no_components__equal_domains__hamming__pam,no_components__equal_domains__hamming__average,pam,average,117,115,-2,0.480274562291262,0.440540561404208,-0.03973400088705398,0.9422372796551943,2
pam_to_average,no_components__equal_domains__jaccard__pam,no_components__equal_domains__jaccard__average,pam,average,123,123,0,0.609652418061975,0.609644659905124,-7.758156851056519e-06,0.9424524864435625,2
sqrt_hamming_to_hamming,no_components__unique_profiles__sqrt_hamming__pam,no_components__unique_profiles__hamming__pam,pam,pam,111,115,4,0.366128962429392,0.440477562729972,0.07434860030057999,0.8318512804839594,6
sqrt_hamming_to_jaccard,no_components__unique_profiles__sqrt_hamming__pam,no_components__unique_profiles__jaccard__pam,pam,pam,111,125,14,0.366128962429392,0.656186540594849,0.290057578165457,0.4214046176297198,24
pam_to_average,no_components__unique_profiles__sqrt_hamming__pam,no_components__unique_profiles__sqrt_hamming__average,pam,average,111,129,18,0.366128962429392,0.754356879442656,0.3882279170132639,0.4603945168121925,22
pam_to_energy,no_components__unique_profiles__sqrt_hamming__pam,no_components__unique_profiles__sqrt_hamming__energy,pam,energy,111,131,20,0.366128962429392,0.805989846809123,0.439860884379731,0.5005558364438504,20
sqrt_hamming_to_hamming,no_components__unique_profiles__sqrt_hamming__average,no_components__unique_profiles__hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
sqrt_hamming_to_jaccard,no_components__unique_profiles__sqrt_hamming__average,no_components__unique_profiles__jaccard__average,average,average,129,75,-54,0.754356879442656,0.00399148870714579,-0.7503653907355101,0.0012761778766071468,66
pam_to_average,no_components__unique_profiles__hamming__pam,no_components__unique_profiles__hamming__average,pam,average,115,129,14,0.440477562729972,0.754356879442656,0.31387931671268393,0.5431327335351754,18
pam_to_average,no_components__unique_profiles__jaccard__pam,no_components__unique_profiles__jaccard__average,pam,average,125,75,-50,0.656186540594849,0.00399148870714579,-0.6521950518877032,-0.00030890655630121024,66
pam_to_average,no_components__idf_presence__jaccard__pam,no_components__idf_presence__jaccard__average,pam,average,123,75,-48,0.60963690143988,0.00399148870714579,-0.6056454127327342,-0.000405175359290821,68
equal_features_to_equal_domains,no_four_labels__equal_features__sqrt_hamming__pam,no_four_labels__equal_domains__sqrt_hamming__pam,pam,pam,120,107,-13,0.543086032429433,0.2985552169859,-0.244530815443533,0.5622311831013243,17
equal_features_to_unique_profiles,no_four_labels__equal_features__sqrt_hamming__pam,no_four_labels__unique_profiles__sqrt_hamming__pam,pam,pam,120,120,0,0.543086032429433,0.543086032429433,0.0,1.0,0
sqrt_hamming_to_hamming,no_four_labels__equal_features__sqrt_hamming__pam,no_four_labels__equal_features__hamming__pam,pam,pam,120,123,3,0.543086032429433,0.60970930179085,0.06662326936141705,0.8590376729448518,5
sqrt_hamming_to_jaccard,no_four_labels__equal_features__sqrt_hamming__pam,no_four_labels__equal_features__jaccard__pam,pam,pam,120,123,3,0.543086032429433,0.60963690143988,0.06655086901044704,0.5649387524557022,17
pam_to_average,no_four_labels__equal_features__sqrt_hamming__pam,no_four_labels__equal_features__sqrt_hamming__average,pam,average,120,108,-12,0.543086032429433,0.314710753742723,-0.22837527868670998,0.5855073156539486,16
pam_to_energy,no_four_labels__equal_features__sqrt_hamming__pam,no_four_labels__equal_features__sqrt_hamming__energy,pam,energy,120,124,4,0.543086032429433,0.632758308161156,0.08967227573172298,0.5863470413194386,16
equal_features_to_equal_domains,no_four_labels__equal_features__sqrt_hamming__average,no_four_labels__equal_domains__sqrt_hamming__average,average,average,108,104,-4,0.314710753742723,0.252413533231221,-0.062297220511501994,0.4128214719375183,24
equal_features_to_unique_profiles,no_four_labels__equal_features__sqrt_hamming__average,no_four_labels__unique_profiles__sqrt_hamming__average,average,average,108,108,0,0.314710753742723,0.314710753742723,0.0,1.0,0
sqrt_hamming_to_hamming,no_four_labels__equal_features__sqrt_hamming__average,no_four_labels__equal_features__hamming__average,average,average,108,129,21,0.314710753742723,0.754356879442656,0.43964612569993294,0.4804497878974974,21
sqrt_hamming_to_jaccard,no_four_labels__equal_features__sqrt_hamming__average,no_four_labels__equal_features__jaccard__average,average,average,108,75,-33,0.314710753742723,0.00399148870714579,-0.31071926503557723,-0.012543548791847487,51
equal_features_to_equal_domains,no_four_labels__equal_features__sqrt_hamming__energy,no_four_labels__equal_domains__sqrt_hamming__energy,energy,energy,124,103,-21,0.632758308161156,0.237788234678377,-0.39497007348277896,0.23280613150580146,35
equal_features_to_unique_profiles,no_four_labels__equal_features__sqrt_hamming__energy,no_four_labels__unique_profiles__sqrt_hamming__energy,energy,energy,124,124,0,0.632758308161156,0.632758308161156,0.0,1.0,0
equal_features_to_equal_domains,no_four_labels__equal_features__hamming__pam,no_four_labels__equal_domains__hamming__pam,pam,pam,123,107,-16,0.60970930179085,0.2985552169859,-0.31115408480495005,0.5406894004997096,18
equal_features_to_unique_profiles,no_four_labels__equal_features__hamming__pam,no_four_labels__unique_profiles__hamming__pam,pam,pam,123,123,0,0.60970930179085,0.60970930179085,0.0,1.0,0
pam_to_average,no_four_labels__equal_features__hamming__pam,no_four_labels__equal_features__hamming__average,pam,average,123,129,6,0.60970930179085,0.754356879442656,0.14464757765180591,0.5431327335351754,18
equal_features_to_equal_domains,no_four_labels__equal_features__hamming__average,no_four_labels__equal_domains__hamming__average,average,average,129,102,-27,0.754356879442656,0.223739862067041,-0.530617017375615,0.26798557481276336,33
equal_features_to_unique_profiles,no_four_labels__equal_features__hamming__average,no_four_labels__unique_profiles__hamming__average,average,average,129,108,-21,0.754356879442656,0.314710753742723,-0.43964612569993294,0.4804497878974974,21
equal_features_to_equal_domains,no_four_labels__equal_features__jaccard__pam,no_four_labels__equal_domains__jaccard__pam,pam,pam,123,117,-6,0.60963690143988,0.480202261250161,-0.129434640189719,0.6801430444843283,12
equal_features_to_unique_profiles,no_four_labels__equal_features__jaccard__pam,no_four_labels__unique_profiles__jaccard__pam,pam,pam,123,123,0,0.60963690143988,0.60963690143988,0.0,1.0,0
jaccard_equal_to_idf,no_four_labels__equal_features__jaccard__pam,no_four_labels__idf_presence__jaccard__pam,pam,pam,123,122,-1,0.60963690143988,0.587003087809643,-0.022633813630236976,0.8593000213861899,5
pam_to_average,no_four_labels__equal_features__jaccard__pam,no_four_labels__equal_features__jaccard__average,pam,average,123,75,-48,0.60963690143988,0.00399148870714579,-0.6056454127327342,-0.000405175359290821,68
equal_features_to_equal_domains,no_four_labels__equal_features__jaccard__average,no_four_labels__equal_domains__jaccard__average,average,average,75,73,-2,0.00399148870714579,-0.000224420335363643,-0.004215909042509433,0.48518679882365623,2
equal_features_to_unique_profiles,no_four_labels__equal_features__jaccard__average,no_four_labels__unique_profiles__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
jaccard_equal_to_idf,no_four_labels__equal_features__jaccard__average,no_four_labels__idf_presence__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
sqrt_hamming_to_hamming,no_four_labels__equal_domains__sqrt_hamming__pam,no_four_labels__equal_domains__hamming__pam,pam,pam,107,107,0,0.2985552169859,0.2985552169859,0.0,1.0,0
sqrt_hamming_to_jaccard,no_four_labels__equal_domains__sqrt_hamming__pam,no_four_labels__equal_domains__jaccard__pam,pam,pam,107,117,10,0.2985552169859,0.480202261250161,0.18164704426426104,0.6318674859987499,14
pam_to_average,no_four_labels__equal_domains__sqrt_hamming__pam,no_four_labels__equal_domains__sqrt_hamming__average,pam,average,107,104,-3,0.2985552169859,0.252413533231221,-0.046141683754678975,0.8560097957166485,5
pam_to_energy,no_four_labels__equal_domains__sqrt_hamming__pam,no_four_labels__equal_domains__sqrt_hamming__energy,pam,energy,107,103,-4,0.2985552169859,0.237788234678377,-0.060766982307522976,0.8841266684608237,4
sqrt_hamming_to_hamming,no_four_labels__equal_domains__sqrt_hamming__average,no_four_labels__equal_domains__hamming__average,average,average,104,102,-2,0.252413533231221,0.223739862067041,-0.028673671164180015,0.9401580476824188,2
sqrt_hamming_to_jaccard,no_four_labels__equal_domains__sqrt_hamming__average,no_four_labels__equal_domains__jaccard__average,average,average,104,73,-31,0.252413533231221,-0.000224420335363643,-0.25263795356658464,-0.01692548581083006,41
pam_to_average,no_four_labels__equal_domains__hamming__pam,no_four_labels__equal_domains__hamming__average,pam,average,107,102,-5,0.2985552169859,0.223739862067041,-0.07481535491885899,0.8007768149689947,7
pam_to_average,no_four_labels__equal_domains__jaccard__pam,no_four_labels__equal_domains__jaccard__average,pam,average,117,73,-44,0.480202261250161,-0.000224420335363643,-0.48042668158552465,-0.00753977956579987,60
sqrt_hamming_to_hamming,no_four_labels__unique_profiles__sqrt_hamming__pam,no_four_labels__unique_profiles__hamming__pam,pam,pam,120,123,3,0.543086032429433,0.60970930179085,0.06662326936141705,0.8590376729448518,5
sqrt_hamming_to_jaccard,no_four_labels__unique_profiles__sqrt_hamming__pam,no_four_labels__unique_profiles__jaccard__pam,pam,pam,120,123,3,0.543086032429433,0.60963690143988,0.06655086901044704,0.5649387524557022,17
pam_to_average,no_four_labels__unique_profiles__sqrt_hamming__pam,no_four_labels__unique_profiles__sqrt_hamming__average,pam,average,120,108,-12,0.543086032429433,0.314710753742723,-0.22837527868670998,0.5855073156539486,16
pam_to_energy,no_four_labels__unique_profiles__sqrt_hamming__pam,no_four_labels__unique_profiles__sqrt_hamming__energy,pam,energy,120,124,4,0.543086032429433,0.632758308161156,0.08967227573172298,0.5863470413194386,16
sqrt_hamming_to_hamming,no_four_labels__unique_profiles__sqrt_hamming__average,no_four_labels__unique_profiles__hamming__average,average,average,108,108,0,0.314710753742723,0.314710753742723,0.0,1.0,0
sqrt_hamming_to_jaccard,no_four_labels__unique_profiles__sqrt_hamming__average,no_four_labels__unique_profiles__jaccard__average,average,average,108,75,-33,0.314710753742723,0.00399148870714579,-0.31071926503557723,-0.012543548791847487,51
pam_to_average,no_four_labels__unique_profiles__hamming__pam,no_four_labels__unique_profiles__hamming__average,pam,average,123,108,-15,0.60970930179085,0.314710753742723,-0.29499854804812703,0.6084272936433435,15
